[2016-08-09T14:47:03+0800] [info] - start[1470725223609] time[62] tag[rpc#ProductFacade.getProductInsureCase]
[2016-08-09T14:47:03+0800] [info] - start[1470725223590] time[150] tag[rpc#ProductFacade.getProductCommentList]
[2016-08-09T14:47:03+0800] [info] - start[1470725223580] time[164] tag[rpc#ProductFacade.getSatisfaction]
[2016-08-09T14:47:03+0800] [info] - start[1470725223595] time[157] tag[rpc#ProductFacade.getProductCommentList]
[2016-08-09T14:47:03+0800] [info] - start[1470725223586] time[179] tag[rpc#ProductFacade.getProductCommentList]
[2016-08-09T14:47:03+0800] [info] - start[1470725223563] time[206] tag[rpc#ProductFacade.getInsuranceDetailRight]
[2016-08-09T14:47:03+0800] [info] - start[1470725223559] time[279] tag[rpc#ProductFacade.getDefaultRestrictRule]
[2016-08-09T14:47:03+0800] [info] - start[1470725223853] time[2] tag[rpc#ProductFacade.getCategoryTree]
[2016-08-09T14:47:03+0800] [info] - start[1470725223295] time[599] tag[http#GET-/product/detail-0.html]
[2016-08-09T14:47:03+0800] [info] - start[1470725223969] time[6] tag[http#GET-/stylesheets/src/detail.css]
[2016-08-09T14:47:04+0800] [info] - start[1470725224022] time[2] tag[http#GET-/javascripts/src/config/requirejs-config.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224362] time[3] tag[http#GET-/javascripts/src/com/main.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224363] time[13] tag[http#GET-/javascripts/src/product/product.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224423] time[2] tag[http#GET-/javascripts/src/product/trial.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224463] time[4] tag[http#GET-/javascripts/src/com/helper.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224470] time[2] tag[rpc#ProductFacade.getCategoryTree]
[2016-08-09T14:47:04+0800] [info] - start[1470725224464] time[16] tag[http#GET-/Home/SaveUtm]
[2016-08-09T14:47:04+0800] [info] - start[1470725224463] time[18] tag[http#GET-/javascripts/src/product/detail.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224500] time[3] tag[http#GET-/javascripts/src/com/jquery-plugins.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224523] time[0] tag[http#GET-/javascripts/src/plugins/top-menu.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224547] time[4] tag[http#GET-/javascripts/src/com/animate-fly.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224553] time[3] tag[http#GET-/javascripts/src/product/trial-render.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224752] time[2] tag[http#GET-/javascripts/src/plugins/sub-menu.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224866] time[3] tag[http#GET-/api/users/islogin]
[2016-08-09T14:47:04+0800] [info] - start[1470725224874] time[27] tag[rpc#ProductFacade.getPolicyManageInfo]
[2016-08-09T14:47:04+0800] [info] - start[1470725224871] time[31] tag[http#GET-/api/products/:id/issuing-state]
[2016-08-09T14:47:04+0800] [info] - start[1470725224924] time[2] tag[http#GET-/javascripts/src/plugins/fixed-tool-float.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224954] time[2] tag[http#GET-/javascripts/src/plugins/fix-float.js]
[2016-08-09T14:47:04+0800] [info] - start[1470725224953] time[5] tag[http#GET-/javascripts/src/plugins/share-panel.js]
[2016-08-09T14:47:05+0800] [info] - start[1470725224998] time[3] tag[http#GET-/html/public/top-menu.html]
[2016-08-09T14:47:05+0800] [info] - start[1470725225006] time[2] tag[http#GET-/html/product/fixed-tool-float.html]
[2016-08-09T14:47:05+0800] [info] - start[1470725225005] time[4] tag[http#GET-/html/public/share-panel.html]
[2016-08-09T14:47:05+0800] [info] - start[1470725225027] time[1] tag[http#GET-/api/users/islogin]
[2016-08-09T14:47:05+0800] [info] - start[1470725225074] time[1] tag[http#GET-/api/shopping-cart/list]
[2016-08-09T14:47:05+0800] [info] - start[1470725225041] time[39] tag[http#GET-/api/products/:id/qrcode]
[2016-08-09T14:47:08+0800] [info] - start[1470725227979] time[234] tag[rpc#ProductFacade.getRestrictRule]
[2016-08-09T14:47:08+0800] [info] - start[1470725227855] time[361] tag[http#POST-/api/products/:id/restrict-rule]
[2016-08-09T14:47:09+0800] [info] - start[1470725229054] time[203] tag[rpc#ProductFacade.getRestrictRule]
[2016-08-09T14:47:09+0800] [info] - start[1470725229051] time[209] tag[http#POST-/api/products/:id/restrict-rule]
[2016-08-09T14:47:10+0800] [info] - start[1470725230132] time[198] tag[rpc#ProductFacade.getRestrictRule]
[2016-08-09T14:47:10+0800] [info] - start[1470725230128] time[205] tag[http#POST-/api/products/:id/restrict-rule]
[2016-08-09T14:47:11+0800] [info] - start[1470725231165] time[36] tag[rpc#ProductFacade.getRestrictRule]
[2016-08-09T14:47:11+0800] [info] - start[1470725231162] time[40] tag[http#POST-/api/products/:id/restrict-rule]
[2016-08-09T14:47:11+0800] [info] - start[1470725231907] time[39] tag[rpc#ProductFacade.getRestrictRule]
[2016-08-09T14:47:11+0800] [info] - start[1470725231902] time[45] tag[http#POST-/api/products/:id/restrict-rule]
[2016-08-09T14:57:32+0800] [info] - start[1470725852099] time[5] tag[http#GET-/stylesheets/src/detail.css]
[2016-08-09T14:57:32+0800] [info] - start[1470725852282] time[3] tag[http#GET-/stylesheets/src/detail.css.map]
